,SalePrice
1194,11.970350312009105
483,12.007621706806335
282,12.24288661865289
437,11.686878772093667
1118,11.84939770159144
548,11.736069016284437
799,12.072541252905651
1297,11.84939770159144
768,12.28690119819279
1047,11.884489021402711
893,12.013700752882718
673,12.458774999085929
1390,12.367340793126296
686,12.336552511980964
1225,11.884489021402711
1397,11.831379196088763
121,11.512925464970229
1158,12.367885325692589
699,12.185869938212655
791,11.896826395162552
16,11.911701584927597
1441,11.913712983527281
801,11.607326140391713
1301,12.086725887897607
987,12.88712700173598
860,12.154516158615772
293,12.367340793126296
846,12.269047444691562
1004,12.106252310247962
106,11.512925464970229
726,12.310432660854417
23,11.77452020265869
710,10.858998997563564
69,12.323855681186558
951,11.694413341015606
425,11.813030057420567
1207,12.206072645530174
1282,11.921718363171067
103,12.200557464842063
555,11.635143097694478
1243,13.049792684569493
1082,12.165250651009918
1065,12.70076888736628
1366,12.170445467887022
74,11.584315461056901
507,12.246734627249063
1316,12.596400426884427
218,12.649154617209645
1421,11.755871643580617
1395,12.54686766829102
265,12.075394321888057
881,12.141534124392603
1012,12.013700752882718
434,11.302204433654575
110,11.82700601127654
510,12.01309450854769
40,11.982929094215963
1005,11.917723684090689
276,12.211060187041213
339,11.951180395901384
1449,11.429543856031177
906,12.449018824140563
185,13.071070083016778
1058,12.721885810807203
744,12.100712129872347
1290,12.103486056755072
1112,11.77452020265869
948,12.167851432709975
61,11.522875795823397
867,11.76756768334381
578,11.891361900690473
797,11.608235644774552
655,11.385092093460344
1284,12.037653993905211
387,11.736069016284437
127,11.37366339763672
1310,12.721885810807203
251,12.367340793126296
1254,12.016122061571728
962,11.951180395901384
307,11.401993904262946
193,11.77528972943772
646,11.495779306135258
502,11.84939770159144
33,12.016726473799254
1091,11.982929094215963
800,12.206072645530174
866,12.424806488355683
57,12.188417710291453
1007,11.385092093460344
358,11.77528972943772
45,12.675763725937609
1159,12.128111104060462
1379,12.028738630247258
827,12.14950229404178
68,11.289781913656018
318,12.468436909997665
291,11.819674600139235
46,12.387085012375499
277,11.856515169360305
1341,11.951180395901384
297,12.384218830913648
224,12.864240107194092
1251,12.053795210084596
1055,12.100712129872347
1051,12.206777397134413
364,12.154779351142624
427,11.59917655301345
366,11.976659481202368
0,12.247694320220994
773,11.648330101976432
842,12.071969661006694
1027,12.588190652108505
66,12.100712129872347
1200,11.661776411702583
31,11.914047823644255
851,12.2783933071098
1119,11.803353763090035
28,12.24288661865289
294,12.025749091398891
1199,11.904967552746252
113,12.287652632522597
245,12.394624752074764
415,12.106992367829498
769,13.195613839143922
161,12.929991484756872
678,12.827992316801751
411,11.884489021402711
1140,11.842229212112828
38,11.59910316121128
1079,11.744037185933616
1352,11.812289042195847
1,12.109010932687042
247,11.84939770159144
1335,12.031123843065632
665,12.348006141418841
1382,11.964001084330445
1087,12.437184366493561
1331,11.794337924408413
92,12.004568269319446
381,12.142866569626381
114,12.46651198158808
1060,12.271392111650817
254,11.884489021402711
429,12.072541252905651
588,11.870599909242044
178,13.1260306447518
1170,12.049418835484797
1078,11.956970055045868
389,12.962194625251508
132,11.923378114589433
1045,11.84653646931041
1364,11.87862357740665
570,11.867798786962332
289,11.941944326032129
246,11.827736204810263
888,12.498742259492994
775,11.99535161421452
552,12.450977688625896
89,11.724805824005728
192,12.165250651009918
996,11.824079893607152
1435,12.066810578196666
1198,12.089538829274222
436,11.661345470088502
1406,11.79810440720389
898,13.323926946863102
651,11.589886506106357
1116,12.123234367221169
146,11.56171562913966
118,12.676076274775909
950,11.76756768334381
1399,11.83101549359339
533,10.578979797857352
862,11.931635799828413
802,12.14950229404178
969,11.84939770159144
1329,12.081076155355488
942,11.918390573078392
897,11.870271183889114
26,11.811547477460344
676,11.37366339763672
14,11.964001084330445
500,11.635143097694478
887,11.816726919301892
82,12.409013489526863
353,11.570250531589497
1224,12.122691036591123
1371,12.016726473799254
1165,12.359523080243038
600,12.524526376648708
875,12.623061104072981
273,11.842229212112828
912,11.385092093460344
684,12.30591798049989
1090,11.439278924801929
466,12.025749091398891
1412,11.407564949312402
1272,11.827736204810263
662,11.608235644774552
447,12.205572520488492
371,11.808813773969108
557,11.589886506106357
854,12.043553716032399
1030,11.982929094215963
271,12.394624752074764
605,12.230765258120545
449,11.695247021764184
1244,12.345834587905333
523,12.126758838810447
214,11.993807212363148
344,11.350406535472453
838,11.877568578558138
1268,12.850554654108839
147,12.312682380588432
1308,11.898187865760873
1102,11.813030057420567
723,11.813030057420567
412,12.310432660854417
688,12.8790171187726
1302,12.577636201962656
783,12.016726473799254
342,11.379394072345706
947,12.506177237980511
747,12.491172637278908
173,12.0015054797889
1009,11.532728092266408
377,12.736700896592344
1016,12.220961258023925
738,12.095141084822892
305,12.631013530138995
543,11.79810440720389
1041,12.061046873479915
1015,12.332705296463539
18,11.976659481202368
285,12.011880916165731
221,12.206072645530174
1020,12.078239274020289
22,12.345834587905333
1154,12.215032386901646
116,11.842229212112828
984,11.744037185933616
406,11.652687407345388
361,11.884489021402711
95,12.128111104060462
1196,12.297785453453374
261,12.528156144699286
1197,11.877568578558138
1171,12.0015054797889
608,12.791356180214175
179,11.512925464970229
102,11.686576205316552
574,11.842229212112828
716,11.979799201207037
1013,11.350406535472453
563,12.128111104060462
184,11.751942365440728
467,11.894780707439258
380,11.751942365440728
903,12.388394202324129
603,11.925035115797062
71,11.771436160121729
1230,12.154779351142624
396,11.719939634354555
874,11.104957226643945
1054,12.449018824140563
923,12.170445467887022
346,11.928340903931561
1092,11.824079893607152
1318,12.524526376648708
29,11.134589024250317
1208,11.84939770159144
796,11.874090314181814
39,11.314474526246391
504,11.898187865760873
157,12.504323669331189
932,12.676076274775909
658,11.487607656985938
733,11.786001385032646
635,12.206072645530174
1286,11.870599909242044
1097,12.043553716032399
1375,12.384218830913648
394,11.59910316121128
52,11.608235644774552
988,12.180754837545884
1162,11.76756768334381
359,12.542544882151386
1032,12.644327576461329
402,11.589886506106357
989,12.190959007720126
421,12.2783933071098
448,11.691071650353702
677,11.603679828238693
822,12.323855681186558
963,12.384218830913648
835,11.759785542901755
1211,12.007621706806335
939,12.406561506279576
691,13.534473028231162
1178,11.95053502640496
334,12.165250651009918
873,11.79810440720389
805,12.33569641332368
7,12.206072645530174
517,12.487485104968359
197,12.367340793126296
296,11.931635799828413
1070,11.813030057420567
1296,11.951180395901384
122,11.820410164718188
378,12.885202034321916
1276,11.99535161421452
1216,11.626254150277232
162,12.301382825334498
124,12.106252310247962
551,11.630708500626612
4,12.429216196844383
915,11.225243392518447
958,12.128111104060462
1245,12.089538829274222
611,11.904967552746252
287,11.385092093460344
956,11.728036844587175
1452,11.884489021402711
1103,11.979799201207037
908,11.782952602183288
506,12.2783933071098
356,12.061046873479915
352,11.461632170582678
844,11.94405831982697
836,11.941455846009388
946,11.870599909242044
667,12.173032791451973
886,11.884489021402711
1219,11.424094251263613
333,12.240474072247506
153,12.367340793126296
787,12.358793732547838
501,12.33138283649562
721,11.870599909242044
373,11.719939634354555
590,12.132964173709535
312,11.694413341015606
42,11.877568578558138
1132,11.67419361256635
645,11.872346634576987
1241,12.422505731952896
971,12.061046873479915
1275,11.827736204810263
522,11.976659481202368
1183,11.695247021764184
762,12.279323107269766
1265,12.122147410592412
1094,11.76756768334381
704,12.269047444691562
1344,11.956553034172742
1383,11.626254150277232
944,11.831379196088763
168,12.119969946476761
360,11.957611286231675
1018,11.982929094215963
1440,12.160028707028767
743,12.072541252905651
272,12.577636201962656
519,12.363076394339839
814,11.661345470088502
818,11.951180395901384
734,11.589886506106357
1368,11.877568578558138
1444,12.098487434850236
1147,12.069680020624618
1442,12.644327576461329
128,11.951180395901384
998,11.418614785498987
1295,11.83862560460953
544,12.09884928474215
379,12.095141084822892
203,11.911701584927597
343,12.491251587763836
1248,11.771436160121729
1353,12.92391243868049
518,12.259613412458204
488,11.982929094215963
1433,12.136186518066006
917,11.813030057420567
232,11.456355113481834
794,12.178187442040638
1365,12.283033686666302
514,11.477298287327077
1443,11.703545824578878
511,12.219309648562168
112,12.858319703517948
1394,12.415433652431746
217,11.580584113444043
499,11.695247021764184
1427,11.84939770159144
934,12.396693005138824
225,11.626254150277232
1042,12.185869938212655
1247,12.042965307660024
1348,12.2783933071098
397,12.040608205802641
540,12.66032791780777
328,12.27606501735021
795,12.049418835484797
848,12.388394202324129
1404,11.56171562913966
93,11.804848531679264
213,11.957611286231675
770,11.812289042195847
337,12.273731294003989
803,13.275827535915461
212,12.439871229831715
618,12.659734090733718
1139,11.877568578558138
1136,11.686878772093667
36,11.884489021402711
105,12.429216196844383
362,12.198544379109382
850,11.786762130599957
756,12.26434155365415
758,12.097373228606832
365,11.898187865760873
856,11.898187865760873
1226,12.273731294003989
1456,12.254862809699606
565,11.759785542901755
249,12.531772785169476
476,12.249610947544657
781,12.077670930725649
454,12.144197241812087
1317,12.249610947544657
1107,12.523525876315125
230,11.904967552746252
652,12.160028707028767
70,12.404923504275338
610,12.65395846952229
1400,11.695247021764184
1357,11.917723684090689
1415,12.077670930725649
410,11.002099841204238
1343,12.083905011555967
1151,11.917723684090689
338,12.218495165528731
1025,11.630708500626612
43,11.777210959615614
539,12.513557345278134
601,11.856515169360305
965,12.09458226949681
1307,11.835008964139341
171,12.2783933071098
417,12.384218830913648
837,11.512925464970229
1218,11.296012463406655
806,11.816726919301892
882,12.089538829274222
1359,12.66032791780777
637,11.440354772135393
423,12.66032791780777
727,12.178187442040638
967,11.813030057420567
376,11.904967552746252
524,12.662706040212738
438,11.411446296020374
1259,11.925035115797062
150,11.711776323715394
1459,11.901583454762012
1322,12.154779351142624
981,12.724866438945341
954,11.755871643580617
1313,12.716402146247475
143,12.225875272826354
717,11.964001084330445
526,11.790557201568507
583,12.691580461311874
975,12.013700752882718
566,12.691580461311874
440,13.226723392728571
1155,12.292250341771226
174,12.122691036591123
1234,11.77528972943772
123,11.94405831982697
138,12.345834587905333
879,11.824079893607152
1075,12.299107511497363
732,12.312682380588432
624,12.014609430818936
784,11.759785542901755
182,11.695247021764184
617,11.566466231898259
690,11.856515169360305
1280,12.332705296463539
240,12.478006361013815
458,11.9891596439666
681,11.979385322467598
465,12.093687514935382
1187,12.476099782743233
1191,12.066810578196666
145,11.77528972943772
206,11.876873892875459
1212,11.635143097694478
1266,11.711776323715394
324,12.396693005138824
657,11.911701584927597
1332,11.512925464970229
714,11.779128505744886
1346,12.478006361013815
1381,12.377922902456833
79,11.608235644774552
1328,12.4529327234617
687,11.910358401381128
166,12.154779351142624
229,12.167851432709975
1409,12.2783933071098
1291,11.691071650353702
740,11.790557201568507
100,12.230765258120545
290,12.359780370124389
444,12.254862809699606
878,11.904967552746252
1077,11.840789327054841
739,12.154779351142624
391,12.2783933071098
86,12.066810578196666
1458,11.864462231052837
666,11.76756768334381
1311,12.220961258023925
475,11.794337924408413
44,11.856515169360305
788,11.588960151246226
1002,12.354492650648448
1137,11.451050061252142
24,11.944707881395766
1235,11.841415931849784
832,12.375815420117268
1193,12.013700752882718
591,13.021326833226556
1436,11.699405031912846
973,12.111761966058932
1056,12.132695175725399
109,12.154779351142624
1160,11.891361900690473
222,12.100156419938624
1052,12.013700752882718
722,11.732060994886899
55,12.103486056755072
1438,11.91638857040772
253,11.970350312009105
1072,11.424094251263613
642,12.751299696013497
545,12.341477282536376
477,12.84792653170257
949,12.193493863323313
843,11.856515169360305
63,11.84939770159144
413,11.652687407345388
384,12.388394202324129
974,12.028738630247258
884,11.512925464970229
451,12.542544882151386
1258,12.154779351142624
656,11.887931365593685
369,11.99535161421452
689,12.17921519136029
219,12.0271851854705
1363,11.963567869487337
21,11.845102777308561
760,11.755871643580617
869,12.371587084007746
420,12.237086699059343
199,12.524162674153336
450,11.608235644774552
1161,12.319401330837177
1019,12.27134527214637
911,11.874090314181814
696,11.396391648714276
811,11.881034786534624
1236,12.075394321888057
1430,12.16597955196373
910,11.946654038351252
1049,11.349229372299439
505,11.732060994886899
1319,11.617285480294472
1255,11.755871643580617
405,11.918390573078392
317,12.506177237980511
183,12.206072645530174
1120,11.681824001432043
1351,12.049418835484797
609,11.682668239557323
626,11.848683160653573
485,11.898187865760873
278,12.936751613811438
630,11.728036844587175
20,12.692503112461443
170,11.763684183317412
901,11.938193200374572
1039,11.289781913656018
176,12.259613412458204
327,11.886211674714158
706,12.618182296357007
1222,11.870599909242044
470,12.26434155365415
1342,12.339291489316397
266,12.128111104060462
615,11.831379196088763
130,12.328290278254423
865,11.908340237224891
1403,12.552926520261092
1347,12.554836882168736
489,11.362102575235644
606,11.931635799828413
1217,12.343466568968994
1164,12.175613438045465
416,11.915051671812877
152,12.154779351142624
889,11.915051671812877
849,12.138863895836725
279,12.165250651009918
1034,11.693161515273161
269,11.904967552746252
96,12.273731294003989
210,11.49272275765271
569,11.820116003810051
1410,12.345834587905333
871,12.20856952572876
532,11.585246126549855
1407,11.626254150277232
1356,11.608235644774552
1099,11.964001084330445
712,12.14950229404178
77,11.751942365440728
263,11.77528972943772
1455,12.072541252905651
149,11.652687407345388
469,12.138863895836725
564,12.498742259492994
461,11.951180395901384
1277,12.195517131590657
896,11.575900264131617
1345,11.594505451962652
695,12.078239274020289
1175,12.560244459250788
928,12.373703486914124
1326,11.27720313144916
1214,11.809319478024031
586,11.77528972943772
1372,12.521977676925694
243,11.695247021764184
1111,12.230765258120545
751,11.99535161421452
1392,11.719939634354555
1312,12.618182296357007
648,11.951180395901384
1190,12.031719258385396
595,12.672946381766982
313,12.834681304952548
933,12.154779351142624
155,11.27720313144916
1380,10.976782033219948
1303,12.354492650648448
1150,11.728036844587175
999,12.235631447771718
1046,13.229567991666638
1306,12.218495165528731
1391,11.728036844587175
25,12.454103912352162
196,12.650348126203179
1088,11.831379196088763
15,11.790557201568507
1321,11.191341840842766
883,11.682668239557323
621,12.388394202324129
1360,12.14950229404178
1050,12.080991165908294
1067,12.031123843065632
497,12.122691036591123
792,12.50539915757667
964,12.277928082630602
515,12.906346868281233
1425,11.863582336583399
1411,11.84939770159144
1095,12.08069081199846
542,12.270220465353926
456,11.49272275765271
633,11.845102777308561
431,11.288531131754366
627,11.938193200374572
728,11.608235644774552
1288,12.535376392672774
209,11.884489021402711
316,12.468436909997665
513,11.805595078933049
1337,10.868568448579715
829,11.900905258737373
319,12.141534124392603
1031,12.190959007720126
1417,12.736700896592344
141,12.468436909997665
1110,12.144197241812087
753,12.526342907575106
1001,11.362102575235644
1239,12.490875577231112
580,12.111212364506214
562,11.589886506106357
398,11.112447898373103
668,12.031719258385396
252,12.061046873479915
907,12.429216196844383
468,12.429216196844383
914,12.065274916913605
357,11.805595078933049
1278,12.375815420117268
1300,12.323855681186558
1202,11.669929213779893
1305,12.691580461311874
1414,12.240474072247506
508,11.9891596439666
749,11.49272275765271
129,11.918390573078392
144,11.736069016284437
960,11.665646551987892
847,11.801856756822442
715,12.013700752882718
905,11.759785542901755
1096,11.751942365440728
235,11.401993904262946
1061,11.302204433654575
