,ID,SalePrice,BuildingClass,ZoningClass,LotFrontageFt,LotAreaSqFt,StreetType,AlleyAccess,LotShape,LandContour,UtilityAccess,LotConfiguration,LandSlopeType,NeighborhoodName,ConditionPrimary,ConditionSecondary,BuildingType,HouseStyle,OverallQuality,OverallCondition,YearBuilt,YearRemodeled,RoofStyle,RoofMaterial,ExteriorCovering1,ExteriorCovering2,MasonryType,MasonryArea,ExteriorQuality,ExteriorCondition,FoundationType,BasementQuality,BasementCondition,BasementExposure,BasementFinishType1,BasementFinishedArea1,BasementFinishType2,BasementFinishedArea2,BasementUnfinishedSF,TotalBasementSF,HeatingType,HeatingQuality,CentralAirConditioning,ElectricalSystem,FirstFloorSF,SecondFloorSF,LowQualitySF,AboveGroundLivingArea,BasementFullBath,BasementHalfBath,FullBathrooms,HalfBathrooms,BedroomsAboveGround,KitchensAboveGround,KitchenQuality,TotalRoomsAboveGround,Functionality,NumberOfFireplaces,FireplaceQuality,GarageType,GarageYearBuilt,GarageFinishType,GarageCapacity,GarageArea,GarageQuality,GarageCondition,DrivewayPaved,WoodDeckArea,OpenPorchArea,EnclosedPorchArea,ThreeSeasonPorchArea,ScreenPorchArea,PoolArea,PoolQuality,FenceType,MiscellaneousFeature,MiscellaneousValue,MonthSold,YearSold,SaleType,SaleCondition,LotFrontageFtnan,MasonryAreanan,GarageYearBuiltnan
53,54,12.86099861326992,0.0,0.75,0.4349089973815976,0.7153589573130288,1.0,1.0,0.3333333333333333,0.6666666666666666,1.0,0.0,0.0,0.5,0.4,1.0,0.75,0.6000000000000001,0.8888888888888888,0.5,0.1838235294117647,0.3278688524590164,0.0,1.0,0.30000000000000004,0.4,0.3333333333333333,0.0,0.6666666666666666,1.0,0.5,1.0,0.75,1.0,1.0,0.3206945428773919,0.8333333333333333,0.0,0.0136986301369863,0.3014729950900164,1.0,0.75,1.0,1.0,0.6461621684508216,0.0,0.0,0.6040166521197792,0.6666666666666666,0.0,0.0,0.5,0.0,0.3333333333333333,0.6666666666666666,0.24999999999999997,1.0,0.3333333333333333,0.8,0.8,0.23364485981308408,1.0,0.75,0.6304654442877292,0.6666666666666666,1.0,1.0,0.9999999999999999,0.1316270566727605,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.9090909090909091,0.0,0.6666666666666666,0.75,0.0,0.0,0.0
1033,1034,12.345834587905333,0.0,0.75,0.4403125963841563,0.35866773528889606,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.6363636363636364,0.4,1.0,0.75,0.6000000000000001,0.6666666666666665,0.5,0.029411764705882353,0.0819672131147541,0.0,0.0,1.0,1.0,1.0,0.184375,0.6666666666666666,1.0,1.0,0.75,0.75,0.25,1.0,0.1746987951807229,0.8333333333333333,0.0,0.285958904109589,0.27070376432078563,1.0,1.0,1.0,1.0,0.6054217966857216,0.0,0.0,0.565933545182912,0.3333333333333333,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,0.6666666666666666,0.33333333333333337,1.0,0.0,0.2,0.8,0.037383177570093455,0.3333333333333333,0.75,0.6346967559943583,0.6666666666666666,1.0,1.0,0.0,0.24862888482632542,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.09090909090909091,0.0,0.6666666666666666,0.75,1.0,0.0,0.0
1022,1023,11.37366339763672,0.17647058823529413,0.25,0.3356137766879639,0.38800658975269586,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.18181818181818182,0.4,1.0,0.75,0.2,0.4444444444444445,0.5,0.5661764705882353,0.9508196721311476,0.0,0.0,0.2,0.1,0.3333333333333333,0.0,0.3333333333333333,1.0,0.5,0.5,0.75,0.25,0.5,0.057406094968107724,0.8333333333333333,0.0,0.2517123287671233,0.14926350245499184,1.0,0.75,1.0,0.6666666666666666,0.38013592369171967,0.16271186440677965,0.0,0.46629824870348635,0.0,0.0,0.3333333333333333,0.0,0.25,0.3333333333333333,0.3333333333333333,0.33333333333333337,1.0,0.0,0.2,0.4,0.46728971962616817,0.3333333333333333,0.25,0.11283497884344146,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.34782608695652173,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.1818181818181818,0.25,0.6666666666666666,0.75,0.0,0.0,0.0
1215,1216,11.736069016284437,0.0,0.75,0.5739380608884075,0.33210961967641683,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.2727272727272727,0.4,1.0,0.75,0.6000000000000001,0.4444444444444445,0.5,0.3014705882352941,0.6885245901639345,0.0,0.0,1.0,1.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.5,0.5,0.75,0.25,0.16666666666666666,0.03189227498228207,0.5,0.25373134328358204,0.14554794520547945,0.1463175122749591,1.0,0.5,1.0,1.0,0.3725921519047035,0.0,0.0,0.34829006585010447,0.0,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,0.3333333333333333,0.24999999999999997,1.0,0.0,0.2,0.4,0.38317757009345793,0.6666666666666666,0.25,0.27080394922425954,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.36363636363636365,0.25,0.6666666666666666,0.75,0.0,0.0,0.0
91,92,11.498826540590727,0.0,0.75,0.5175033420618727,0.367498581097079,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.36363636363636365,0.4,1.0,0.75,0.6000000000000001,0.4444444444444445,0.25,0.33088235294117646,0.7540983606557378,1.0,0.0,0.6000000000000001,0.5,0.0,0.12687500000000002,0.3333333333333333,1.0,0.5,0.5,0.75,0.25,0.16666666666666666,0.10630758327427357,0.8333333333333333,0.0,0.2718321917808219,0.2021276595744681,1.0,0.5,1.0,1.0,0.49487171630470383,0.0,0.0,0.46259402345974054,0.0,0.0,0.3333333333333333,0.0,0.25,0.3333333333333333,0.3333333333333333,0.33333333333333337,1.0,0.0,0.2,0.8,0.4205607476635514,0.3333333333333333,0.5,0.3385049365303244,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9999999999999999,0.0,0.6666666666666666,0.0,0.0,0.0,0.0
1270,1271,12.468436909997665,0.11764705882352941,0.75,0.4403125963841563,0.5673197213466672,1.0,1.0,0.0,0.6666666666666666,1.0,0.0,1.0,0.7727272727272727,0.4,1.0,0.75,0.6000000000000001,0.6666666666666665,0.625,0.22794117647058823,0.5245901639344263,0.5,1.0,0.7000000000000001,0.7000000000000001,0.3333333333333333,0.0,0.6666666666666666,1.0,1.0,0.75,0.75,1.0,1.0,0.22289156626506024,0.8333333333333333,0.0,0.031678082191780824,0.21800327332242228,1.0,0.5,1.0,1.0,0.5234852899665459,0.09297820823244551,0.0,0.5369762055993728,0.6666666666666666,0.0,0.0,0.5,0.0,0.3333333333333333,0.6666666666666666,0.16666666666666666,1.0,0.3333333333333333,0.6000000000000001,0.8,0.2897196261682243,1.0,0.5,0.41325811001410434,0.6666666666666666,1.0,1.0,0.3127187864644107,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.2727272727272727,1.0,0.6666666666666666,0.75,1.0,0.0,0.0
680,681,11.870599909242044,0.588235294117647,0.75,0.32109662357415125,0.3559266549784481,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.4545454545454546,0.4,1.0,1.0,0.6000000000000001,0.5555555555555556,0.5,0.22058823529411764,0.5081967213114754,0.0,0.0,0.7000000000000001,0.7000000000000001,0.3333333333333333,0.0,0.3333333333333333,1.0,0.5,0.75,0.75,0.25,0.3333333333333333,0.09620836286321759,0.16666666666666666,0.0807327001356852,0.11172945205479451,0.15106382978723407,1.0,0.5,1.0,1.0,0.3846730536623517,0.0,0.0,0.35958299847681285,0.0,0.0,0.6666666666666666,0.0,0.25,0.3333333333333333,0.3333333333333333,0.24999999999999997,1.0,0.3333333333333333,0.6000000000000001,0.8,0.2803738317757009,0.6666666666666666,0.25,0.1861777150916784,0.6666666666666666,1.0,1.0,0.09334889148191364,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.36363636363636365,1.0,0.6666666666666666,0.75,0.0,0.0,0.0
464,465,11.728036844587175,0.0,0.75,0.38858111692291897,0.36588011884919536,1.0,1.0,0.0,1.0,1.0,0.0,0.5,0.6363636363636364,0.4,1.0,0.75,0.6000000000000001,0.4444444444444445,0.5,0.22794117647058823,0.5245901639344263,0.0,0.0,0.6000000000000001,0.5,0.6666666666666666,0.085,0.3333333333333333,1.0,0.5,0.75,0.75,0.25,0.16666666666666666,0.10914245216158754,0.8333333333333333,0.0,0.1815068493150685,0.17021276595744683,1.0,0.5,1.0,1.0,0.42983784733895325,0.0,0.0,0.4018019472209433,0.0,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,0.3333333333333333,0.24999999999999997,1.0,0.0,0.2,0.0,0.27102803738317754,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6363636363636364,0.75,0.6666666666666666,0.75,0.0,0.0,1.0
1416,1417,11.715866308966918,1.0,0.25,0.38858111692291897,0.4239180082530536,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.18181818181818182,0.4,1.0,0.0,1.0,0.3333333333333333,0.625,0.9191176470588235,1.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,0.5,0.75,0.25,0.8333333333333333,0.0,0.8333333333333333,0.0,0.3326198630136986,0.12716857610474633,1.0,0.75,1.0,1.0,0.4982274552499293,0.5055690072639225,0.0,0.6810280451929689,0.0,0.0,0.6666666666666666,0.0,0.5,0.6666666666666666,0.3333333333333333,0.75,1.0,0.0,0.2,0.4,0.3644859813084112,0.3333333333333333,0.5,0.39492242595204513,0.6666666666666666,1.0,0.0,0.0,0.0,0.20652173913043478,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.2727272727272727,1.0,0.6666666666666666,0.75,0.0,0.0,0.0
730,731,12.373703486914124,0.588235294117647,0.75,0.229131146513452,0.2783090096566696,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.9090909090909092,0.4,1.0,1.0,0.6000000000000001,0.7777777777777777,0.5,0.11029411764705882,0.2459016393442623,0.0,0.0,0.9,0.9,0.3333333333333333,0.0,0.6666666666666666,1.0,1.0,0.75,0.75,0.25,1.0,0.2090715804394047,0.8333333333333333,0.0,0.1776541095890411,0.2610474631751228,1.0,1.0,1.0,1.0,0.5966260078183621,0.0,0.0,0.5577114560483025,0.3333333333333333,0.0,0.6666666666666666,0.0,0.25,0.3333333333333333,0.6666666666666666,0.24999999999999997,1.0,0.3333333333333333,0.6000000000000001,0.8,0.14018691588785046,0.6666666666666666,0.5,0.4287729196050776,0.6666666666666666,1.0,1.0,0.2765460910151692,0.27787934186471663,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.1818181818181818,1.0,0.6666666666666666,0.75,0.0,0.0,0.0
994,995,12.729320789294722,0.0,0.75,0.5625482404461988,0.442289226760209,1.0,1.0,0.0,0.3333333333333333,1.0,0.5,0.0,0.9545454545454546,0.4,1.0,0.75,0.6000000000000001,1.0,0.5,0.022058823529411763,0.04918032786885246,1.0,0.0,0.9,0.9,1.0,0.14375000000000002,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.2076541459957477,0.8333333333333333,0.0,0.22602739726027396,0.2782324058919804,1.0,1.0,1.0,1.0,0.6197887263935602,0.0,0.0,0.579363401041193,0.3333333333333333,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,1.0,0.41666666666666663,1.0,0.3333333333333333,0.8,0.8,0.009345794392523364,1.0,0.75,0.5543018335684062,0.6666666666666666,1.0,1.0,0.25204200700116686,0.08775137111517367,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5454545454545454,0.75,0.6666666666666666,0.75,0.0,0.0,0.0
383,384,11.238488619268468,0.14705882352941177,0.5,0.38858111692291897,0.37868546650993684,1.0,1.0,0.0,0.3333333333333333,1.0,0.25,0.0,0.4545454545454546,0.4,1.0,0.75,0.4,0.5555555555555556,0.25,0.5955882352941176,0.9836065573770493,0.0,0.0,0.2,0.1,0.3333333333333333,0.0,0.3333333333333333,1.0,0.25,0.25,0.5,0.25,0.8333333333333333,0.0,0.8333333333333333,0.0,0.3356164383561644,0.12831423895253682,1.0,0.5,0.0,0.6666666666666666,0.3229050807213403,0.0,0.0,0.3018438022723937,0.0,0.0,0.3333333333333333,0.0,0.25,0.3333333333333333,0.3333333333333333,0.24999999999999997,1.0,0.0,0.2,0.4,0.5514018691588785,0.3333333333333333,0.5,0.2538787023977433,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.16485507246376813,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.8181818181818182,0.75,0.6666666666666666,0.75,0.0,0.0,0.0
992,993,12.138863895836725,0.2352941176470588,0.75,0.49506374709743084,0.39455183484729983,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.5,0.36363636363636365,0.4,1.0,0.75,1.0,0.5555555555555556,0.875,0.3161764705882353,0.2459016393442623,1.0,0.0,0.2,0.1,0.6666666666666666,0.2125,0.3333333333333333,1.0,0.5,0.5,0.75,1.0,0.3333333333333333,0.09496810772501772,0.3333333333333333,0.07937584803256445,0.0723458904109589,0.13453355155482816,1.0,0.75,1.0,1.0,0.42248939599660007,0.40242130750605326,0.0,0.6057408648514304,0.0,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,0.6666666666666666,0.41666666666666663,1.0,0.3333333333333333,0.4,0.8,0.40186915887850466,0.6666666666666666,0.5,0.31029619181946405,0.6666666666666666,1.0,1.0,0.278879813302217,0.07678244972577697,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.0,0.5454545454545454,0.25,0.6666666666666666,0.75,0.0,0.0,0.0
